id,income
50001,27055.71534972329
50002,25228.94603715579
50003,34411.95938566492
50004,24457.96999654899
50005,30638.914877022373
50006,34345.33230835839
50007,18638.96144756512
50008,36646.93451605095
50009,26550.47772808457
50010,58129.268104208415
50011,18911.658459511218
50012,16851.033535521598
50013,54045.00121974065
50014,44397.29080837906
50015,76669.76025967613
50016,27598.02040931063
50017,30013.5720941194
50018,47583.48775867395
50019,27205.43785943995
50020,24801.739086881018
50021,24382.35735140478
50022,55965.59683860171
50023,29707.906634791027
50024,37161.99666649114
50025,19878.070178812475
50026,105240.07612423977
50027,39598.649443330665
50028,22979.531364973915
50029,31686.93362369407
50030,26535.23073022387
50031,19537.395327583086
50032,53809.01097775842
50033,20445.75697683003
50034,19792.01120065993
50035,44089.38726205786
50036,35681.37085226138
50037,38649.05763063377
50038,24228.01723721097
50039,23294.007345395024
50040,26761.127138723725
50041,54453.75997250239
50042,26874.495711719937
50043,11024.668290146288
50044,25964.244421194795
50045,16575.50781019834
50046,33453.68517517026
50047,43550.804501441955
50048,24425.613134369425
50049,25603.08053112959
50050,26268.71374972215
50051,24688.442441240182
50052,46829.552842969104
50053,39739.49044272101
50054,65673.92138938609
50055,50663.527457566335
50056,36358.16181183492
50057,28435.632882299145
50058,16173.822573342059
50059,15312.635248876362
50060,41146.75048835776
50061,39376.9578199233
50062,59369.89654750454
50063,32306.67124356527
50064,25806.321748463637
50065,36405.987515394736
50066,23548.497876570076
50067,122079.81565390504
50068,25358.960747849436
50069,22556.017144270103
50070,38638.94187319943
50071,33307.95701486675
50072,19517.033179061156
50073,24434.532360484372
50074,31140.066852470987
50075,32294.485795903878
50076,33196.764795406234
50077,52151.314721409886
50078,100562.40555385368
50079,35254.85816875079
50080,83708.26455140012
50081,30181.625685533643
50082,22566.074199689258
50083,28161.060223429908
50084,26146.7841488356
50085,25181.072076400193
50086,53874.169457229335
50087,21648.546201983005
50088,52841.516272057415
50089,93277.86883348548
50090,18661.26115335892
50091,17559.53437022286
50092,23389.304925586588
50093,24741.59780070527
50094,24625.478174592074
50095,51992.946379833076
50096,33328.49314593894
50097,22616.02234690845
50098,29544.75414046106
50099,11000.551261793404
50100,27255.717102716855
50101,32499.687837927046
50102,69345.47939848513
50103,21535.012928639964
50104,23397.580455693234
50105,29447.400598367476
50106,39743.36165733832
50107,38543.0816995624
50108,61399.36122843268
50109,49093.69245081104
50110,31009.786064780423
50111,57650.560685209486
50112,19865.201407843368
50113,80825.71422828702
50114,25960.023730975252
50115,57108.80987950639
50116,95429.98127393205
50117,20080.293205927304
50118,24447.642527365828
50119,25446.157725683246
50120,38549.313989945884
50121,28197.729254341422
50122,58596.44686393591
50123,100612.3402709838
50124,22000.276612555663
50125,109457.23945550024
50126,38424.615607463486
50127,18108.232429272288
50128,15303.056916067213
50129,30832.41410672415
50130,18159.02657675013
50131,20261.558875896397
50132,21071.86738042374
50133,41924.355750567585
50134,23719.274351726835
50135,28010.079604660772
50136,42161.95186073721
50137,15852.252310829039
50138,25446.56999508684
50139,36092.416881074896
50140,83268.51391560794
50141,23483.443729448903
50142,46106.67393309388
50143,42622.22226023291
50144,25693.060392587184
50145,19805.060177450003
50146,27646.677037500573
50147,55886.53330032522
50148,24831.4433225515
50149,17653.748674840033
50150,48964.59943837322
50151,15537.386256228485
50152,30940.500322906537
50153,37043.81486567485
50154,74485.65226031952
50155,17222.40381632378
50156,40069.223690849765
50157,30245.290759295804
50158,50666.871997104914
50159,34200.78265481384
50160,17377.376030839285
50161,31640.814486342246
50162,38623.3088975664
50163,13639.730360493748
50164,25049.380892524692
50165,49612.231331666066
50166,20225.90842903849
50167,20301.03533852204
50168,20265.137689527135
50169,39309.63856441099
50170,20280.12903014849
50171,37797.078545373566
50172,17591.872053343923
50173,42585.62921998009
50174,25358.960747849436
50175,27170.55774337987
50176,29947.53910192323
50177,27143.1309310701
50178,22705.37736982111
50179,34087.20804586799
50180,87752.77195512874
50181,23925.914739727265
50182,54823.95567739835
50183,29485.447537913522
50184,27241.338107269115
50185,34895.50730553554
50186,41046.9744726825
50187,47468.57640459419
50188,49558.48813404965
50189,23397.580455693234
50190,26651.621284267087
50191,55793.26425176725
50192,107723.72363598699
50193,24106.651127842033
50194,18363.507039838925
50195,49912.1587491513
50196,27137.068589896044
50197,28733.99791157202
50198,30074.896085659737
50199,29639.14631331168
50200,25603.08053112959
50201,105860.9467348096
50202,41389.0792166182
50203,43101.156077695734
50204,44886.30181454882
50205,23397.580455693234
50206,20934.44299077605
50207,39622.22775559768
50208,94405.73126098719
50209,25358.960747849436
50210,20654.43938852344
50211,34268.58967739603
50212,23062.89590798033
50213,20445.75697683003
50214,28632.50472972897
50215,61578.62166800837
50216,28818.92170929209
50217,79763.81158616689
50218,24552.59428670096
50219,34606.65697802052
50220,51030.018193562595
50221,24384.94585790623
50222,22033.69046685323
50223,66272.53974258692
50224,25603.08053112959
50225,32747.78138043267
50226,22530.096034814433
50227,115219.89024340526
50228,20295.108131769965
50229,40360.58603710295
50230,45002.52572612073
50231,33284.045581541635
50232,132433.92598031618
50233,22064.236627145303
50234,29389.737633071363
50235,28199.868523850408
50236,26634.0562730752
50237,40624.04965252003
50238,22617.076009685756
50239,14274.050108708894
50240,24624.559039758646
50241,39722.906099928936
50242,27668.09093010761
50243,27125.10358171356
50244,20347.278803742334
50245,37252.42057846945
50246,23152.40111293771
50247,31444.337332096726
50248,37937.572254906314
50249,38749.74614024916
50250,10129.046905302903
50251,65258.029929391734
50252,21216.740448606615
50253,29315.572480566065
50254,27634.387635259063
50255,35329.78205684923
50256,24619.83180075812
50257,122312.33825638428
50258,24292.131323063822
50259,29714.106361778755
50260,20991.815315326614
50261,20045.517408190255
50262,41551.500492239225
50263,24538.494606880784
50264,19965.500698174063
50265,29193.231451881427
50266,25841.886623538874
50267,66069.5422817907
50268,69443.68020412055
50269,30475.434146891504
50270,20739.386002934047
50271,47675.250054413606
50272,50263.37580839564
50273,12832.30352468734
50274,27962.5821829002
50275,15770.39283277591
50276,104081.12188876572
50277,25285.18311861411
50278,24340.640925004005
50279,30715.255998910216
50280,24953.199612905628
50281,27386.82490511316
50282,37765.15684145375
50283,20347.96670414567
50284,16832.293693763244
50285,71194.77621798837
50286,80083.93644254032
50287,21225.99283012849
50288,20661.824901100063
50289,24438.71188372163
50290,37693.34276282937
50291,90170.72856137145
50292,19609.28123422225
50293,74630.98370496248
50294,31352.216309008392
50295,37786.18279984979
50296,17587.978697133807
50297,31303.672792841146
50298,23775.51030798337
50299,34058.9679818212
50300,30791.11911385275
50301,18140.507442669637
50302,19955.81906670164
50303,40494.192640415364
50304,18704.484353946853
50305,30010.87573269677
50306,39432.49205267135
50307,35792.06972413435
50308,27693.006899890748
50309,65569.88862171641
50310,25037.20786383095
50311,29223.94303353616
50312,25358.960747849436
50313,29495.60257303395
50314,32993.134723795265
50315,33271.12896624614
50316,34072.35229211388
50317,24804.96538496744
50318,23265.229771464994
50319,32440.778660748325
50320,28284.377503302087
50321,98197.0882773869
50322,25143.931508897484
50323,22897.530391189423
50324,59240.26434945535
50325,13303.960919228964
50326,13285.110584117134
50327,22925.796447628276
50328,26156.19870247597
50329,66251.1936994141
50330,22319.31415339189
50331,52195.877933218304
50332,32088.784751472627
50333,59748.38422274834
50334,20314.29163137352
50335,137046.68212486192
50336,26349.78380062134
50337,30988.974824661575
50338,34314.8948189709
50339,21225.99283012849
50340,41359.01655222257
50341,18157.03543129435
50342,24568.70631574341
50343,21601.616931520748
50344,28286.783659235214
50345,19122.833977612525
50346,42922.445544110924
50347,21861.542525655885
50348,47940.171172846356
50349,20295.108131769965
50350,41981.13080030748
